1970,[introduces],[young]
1970,[decides],[]
1970,[moves],[]
1970,[finds, stops],[]
1970,[comes, takes],[unrecognizable]
1970,[meets],[]
1970,[],[]
1970,[tells, performs, agrees, introduces, believes, asks, takes],[]
1970,[],[sister]
1970,[falls, gives],[]
1970,[],[]
1970,[gets],[]
1970,[molests],[]
1970,[asks],[]
1970,[meets, manages, accuses, takes],[real]
1970,[leaves],[]
1970,[accepts, realizes],[]
1970,[promises],[young]
1970,[],[]
1970,[],[adopted]
1970,[],[poor]
1970,[],[rich]
1970,[marries],[]
1970,[],[]
1970,[],[attractive, young]
1970,[finds],[]
1970,[],[]
1970,[does],[]
1970,[teaches],[]
1970,[],[young, innocent]
1970,[],[widowed]
1970,[tells, confronts],[]
1970,[],[]
1970,[grows, feels, admires, meets, thinks],[]
1970,[meets, decides],[]
1970,[traps, trusts, believes, plans, pretends],[]
1970,[needs, reconciles, believes],[]
1970,[loves],[beautiful]
1971,[],[]
1971,[comes, refuses, discovers, gets],[beautiful]
1971,[cries, agrees, meets, accepts, loves, asks, starts],[]
1971,[],[long]
1971,[convinces],[]
1971,[loves],[]
1971,[],[young]
1971,[finds],[]
1971,[],[young]
1971,[announces, loves, manages],[]
1971,[asks, rebukes, belabours, gives, pacifies],[]
1971,[],[]
1971,[sees],[]
1971,[feels],[]
1971,[],[blind]
1971,[],[]
1971,[],[young]
1971,[],[young]
1971,[discloses, realises, comes],[]
1971,[tells, feels],[]
1971,[lives, sees],[]
1971,[],[]
1971,[sees, asks],[]
1971,[],[]
1971,[],[]
1971,[reveals],[]
1971,[meets, attracts],[young]
1971,[],[]
1971,[falls, asks],[]
1971,[tells, asks, urges],[]
1971,[comes],[]
1971,[],[]
1971,[wins, promises],[]
1971,[],[]
1971,[],[deceased]
1971,[],[]
1971,[accepts],[]
1971,[meets],[]
1971,[wants],[]
1971,[],[]
1971,[],[leading]
1971,[agrees, asks],[]
1971,[],[]
1971,[leaves, studies, returns, gets],[]
1971,[realises, leaves, goes, asks, starts, excels],[]
1971,[welcomes],[]
1973,[],[]
1973,[],[]
1973,[tells, jumps],[]
1973,[sees, regains],[young]
1973,[saves, continues],[]
1973,[walks],[]
1973,[],[disastrous]
1973,[tells],[]
1973,[],[beautiful]
1973,[],[rich]
1973,[finds],[beautiful]
1973,[hits, attempts],[followers]
1973,[finds],[]
1973,[abducts],[]
1973,[],[violent]
1973,[],[beautiful, young, married]
1973,[],[widowed]
1973,[],[]
1973,[suffers, returns, takes],[aged]
1973,[commits, woos, faces],[marrying]
1973,[],[]
1973,[finds],[]
1973,[stays],[]
1973,[kills],[]
1973,[kidnaps, asks, realizes, dies],[]
1973,[delivers],[]
1973,[],[young]
1973,[],[younger]
1973,[],[]
1973,[],[]
1973,[wants],[]
1973,[],[young]
1973,[],[]
1973,[tells, warns],[]
1973,[],[rich, spoiled]
1973,[],[]
1973,[],[]
1973,[reports, gets],[]
1973,[],[young]
1973,[],[]
1973,[meets],[]
1973,[],[]
1973,[begins, relents],[]
1974,[],[]
1974,[],[blind, young]
1974,[],[]
1974,[],[young]
1974,[],[young]
1974,[],[]
1974,[arrives, fires, matures],[]
1974,[begins, lives, asks, attends, rushes],[]
1974,[],[patriotic, unaware]
1974,[],[]
1974,[],[]
1974,[],[dumb]
1974,[marries, dislikes, understands],[wealthy]
1974,[],[ailing]
1974,[],[beautiful, young]
1974,[tells, agrees],[]
1974,[accepts],[]
1974,[names],[]
1974,[accepts],[]
1974,[],[]
1974,[],[rich]
1974,[],[]
1974,[finds],[]
1974,[takes],[]
1974,[],[]
1974,[starts],[]
1974,[],[young]
1974,[meets],[]
1974,[meets],[]
1974,[],[beautiful, young]
1974,[knows],[]
1974,[comes, gets],[]
1974,[],[young, poor]
1974,[],[]
1974,[continues, contacts],[]
1974,[opposes, goes, follows],[]
1974,[meets],[]
1974,[spends],[teenage, widowed]
1974,[plays],[]
1974,[],[widowed]
1974,[],[young]
1974,[takes],[]
1974,[],[]
1974,[lives, moves],[]
1974,[],[sick]
1974,[marries],[young]
1975,[saves],[]
1975,[],[drunk]
1975,[],[]
1975,[],[]
1975,[],[]
1975,[passes],[]
1975,[falls],[young]
1975,[],[young]
1975,[],[]
1975,[],[]
1975,[],[]
1975,[thinks, arranges],[dominating]
1975,[],[Christian]
1975,[dies],[]
1975,[],[refined]
1975,[],[]
1975,[],[]
1975,[loves],[]
1975,[wants],[]
1975,[helps],[young]
1975,[slips, sees, helps, rapes],[]
1975,[gets],[]
1975,[lives],[poor]
1975,[grows],[]
1975,[],[]
1975,[introduces],[]
1975,[],[young]
1975,[],[]
1975,[],[reclusive]
1975,[],[talkative, feisty, young]
1975,[recovers],[]
1975,[escapes, meets, finds],[]
1975,[],[]
1975,[],[]
1975,[],[]
1975,[asks],[]
1975,[gets],[]
1976,[],[unmarried]
1976,[],[lovely, young]
1976,[recovers, tries, decides],[devastated]
1976,[informs],[]
1976,[],[old]
1976,[],[]
1976,[],[]
1976,[escapes, unites, loves, resists, urges],[]
1976,[identifies, finds],[]
1976,[],[Harijan, local]
1976,[meets],[]
1976,[hears],[]
1976,[makes],[]
1976,[],[]
1976,[],[rich]
1976,[],[]
1976,[accepts],[]
1977,[],[]
1977,[leaves, returns, stops, gets],[]
1977,[attempts],[]
1977,[meets, wants],[]
1977,[],[poor]
1977,[kidnaps, believes, pleads, supports],[]
1977,[wants],[]
1977,[],[arrogant]
1977,[meets],[]
1977,[],[biological]
1977,[],[beautiful, poor]
1977,[comes, recognizes],[]
1977,[],[lost]
1977,[],[uptight]
1977,[],[unhappy]
1977,[],[]
1977,[],[]
1977,[],[]
1977,[],[young]
1977,[],[scheming]
1977,[],[illiterate]
1977,[reaches],[]
1977,[],[modern, delightful, soft]
1977,[],[]
1977,[],[]
1977,[],[]
1977,[misses, forms],[]
1977,[rescues],[young]
1977,[],[]
1977,[wants],[]
1977,[],[old]
1977,[finds, sends],[]
1977,[],[]
1977,[stays, tells, arrives, meets, blackmails, asks, refuses],[]
1977,[],[]
1977,[finds],[]
1977,[returns],[old]
1977,[tells, feels, finds, asks, loves, comes, gets],[]
1977,[tells, asks, wants, steps],[]
1977,[],[]
1977,[],[]
1977,[tells],[]
1977,[],[Muslim]
1977,[],[]
1977,[],[good]
1977,[],[good]
1978,[],[]
1978,[falls],[ill]
1978,[tells, Marries, meets, lives, saves, fumes, refuses, takes, writes, hates, knows, disagrees],[]
1978,[introduces],[]
1978,[],[young]
1978,[],[ailing]
1978,[],[old]
1978,[passes],[]
1978,[],[religious]
1978,[faces, gives],[]
1978,[],[separated]
1978,[],[]
1978,[],[aristocratic]
1978,[makes, wants, gets],[]
1978,[visits, falls, refuses],[]
1978,[],[Muslim]
1978,[lives, saves, decides, remains, keeps, disowns],[]
1978,[],[]
1978,[kills, assists, decides],[]
1978,[assists],[]
1978,[enrages],[]
1978,[starts, chooses],[]
1978,[],[]
1979,[wants],[]
1979,[],[orphan]
1979,[desires, refuses],[]
1979,[],[lovely]
1979,[],[beautiful]
1979,[saves],[]
1979,[decides, receives, takes],[]
1979,[spends, shows],[]
1979,[],[]
1979,[notices, summons, hires, sees, ends],[]
1979,[],[sister]
1979,[tells],[]
1979,[],[]
1979,[],[wealthy, gorgeous]
1979,[],[]
1979,[],[]
1979,[],[]
1979,[],[]
1979,[],[]
1979,[],[]
1979,[attends],[Kind]
1979,[],[]
1979,[],[]
1979,[rejects, appears, assigns, gives],[]
1979,[],[]
1979,[],[]
1979,[],[]
1979,[],[]
1979,[],[arrogant, prospective]
1979,[],[young]
1979,[plays],[unmarried]
1979,[untangles],[]
1979,[],[]
1979,[goes],[]
1979,[],[young]
1979,[],[beautiful, young]
1979,[],[]
1979,[brings, gives],[]
1980,[],[]
1980,[],[common, adopted]
1980,[tells, meets, goes],[pregnant]
1980,[tells, finds],[grieving]
1980,[],[little]
1980,[],[pregnant]
1980,[],[young, simple]
1980,[dies],[sick]
